brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
Lanvin,citrus aromatic,eclat d'arpege pour homme lanvin,"Mandarin Orange, Lime, Bergamot","Violet Leaf, Jasmine, Rosemary","Musk, Cedar, Sandalwood",edt,citrus,woody,ozonic,fresh spicy,aquatic,"m, uni",
Lanvin,floral fruity,eclat de fleurs lanvin,Pear,"Freesia, Jasmine, Rose","White Musk, Sandalwood",edp,floral,white floral,fruity,musky,rose,f,
Rance1795,"amber floral, florienatal",josephine rance1795,"Rose, Hyacinth, Lilac, Peony, Hawthorn, Ylang Ylang, Jasmine, Bergamot","Geranium, Iris, Black Currant, Galbanum, Peach, Violet Leaf, Clove","Vanilla, Sandalwood, Ebony Wood, Amber, Musk",edp,floral,rose,fresh spicy,woody,green,f,
Rance1795,floral woody musk,d'erje rance1795,"Ylang Ylang, Lily of the Valley, Violet Leaf, Neroli, Narcissus","Jasmine, Passionfruit, Papaya, Tangerine, Rose, Angelica","Iris, Musk, Rosewood, Vanilla, Sandalwood",edp,white floral,sweet,tropical,yellow floral,fresh,f,
Rance1795,floral,rance donna rance1795,"Violet, Tangerine, Peach, Bergamot","Orange flower, Lily of the Valley, Rose, Jasmine","Geranium, Iris, Sandalwood, Vanilla",edc,powdery,white floral,citrus,woody,fresh spicy,f,
Rance1795,floral,rose de rose rance1795,Rose,"Ylang Ylang, Jasmine, Tuberose","Vanilla, Sandalwood",edc,rose,woody,white floral,vanilla,yellow floral,f,
Lancome,floral,miracle lancome,"Litchi, Freesia","Magnolia, Pepper, Ginger, Mandarin Orange, Jasmine","Jasmine, Musk, Amber",edp,floral,warm spicy,citrus,fresh spicy,fruity,f,
Lancome,chypre floral,idole lancome,"Pear, Bergamot","rose, Indian Jasmine","White Musk, Vanilla",parfum,rose,musky,fruity,white floral,sweet,f,
Lancome,floral fruity gourmand,la vie est belle eau de parfum lancome,"Black currant, Pear","Iris, Jasmine, Orange Blossom","Praline, Vanilla, Patchouli, Tonka Bean",edp,sweet,vanilla,fruity,patchouli,woody,f,
Lancome,"amber floral, florienatal",la nuit tresor musc diamant lancome,"White Musk, Raspberry, Violet Leaf","White Musk, Rose, Freesia, Jasmine","White Musk, Vanilla, Almond, Sandalwood, Patchouli",edp,musky,fruity,sweet,powdery,vanilla,f,
Lancome,floral woody musk,idole aura lancome,"Salt, Rose",Jasmine,"Vanilla, Musk",edp,vanilla,salty,white floral,rose,powdery,f,
Lancome,chypre floral,idole l'intense lancome,"Bitter Orange, Mandarin Orange","Rose, Jasmine, Musk","Cashmere Wood, Patchouli, Vanilla, Acacia, Cedar, Sandalwood",edp,woody,rose,musky,floral,citrus,f,
Lancome,"amber floral, florienatal",la vie est belle l'eclat lancome,"Mandarin Orange, Bergamot, Freesia","Orange Blossom, White Flowers, Iris, Jasmine Sambac","Vanilla, Sandalwood, Patchouli",edp,white floral,citrus,vanilla,powdery,woody,f,
Lancome,"amber floral, florienatal",tresor lancome,"Peach, Rose, Apricot Blossom, Lilac, Pineapple, Lily of the Valley, Bergamot","Rose, Iris, Heliotrope, Jasmine","Peach, Apricot, Vanilla, Sandalwood, Amber, Musk",edp,fruity,powdery,floral,sweet,rose,f,
Lancome,chypre floral,la vie est belle soleil cristal lancome,"Mandarin Orange, Pink Pepper, Bergamot","Ylang Ylang, Iris, Orange Blossom, Jasmine","Coconut, Vanilla, Patchouli",edp,vanilla,sweet,coconut,citrus,white floral,f,
Lancome,floral fruity,tresor in love lancome,"Nectarine, Pear, Pink Pepper, Bergamot","Rose, Peach, Violet, Jasmine","Musk, Virginia Cedar",edp,fruity,sweet,powdery,rose,fresh,f,
Lancome,floral fruity,la vie est belle en rose lancome,"Raspberry, Red Berriesd, Pink Pepper, Bergamot","Rose, Peony, Lily of the valley","Patchouli, Musk, Iris, Sandalwood",edt,fruity,rose,sweet,floral,fresh,f,
Loewe,woody aromatic,loewe 001 man edt loewe,xxxx,"Lavender, Musk, Sandalwood",xxxx,edt,lavender,musky,aromatic,powdery,fresh spicy,"m, uni",
Loewe,aromatic fougere,loewe pour homme loewe,"Lemon, Basil, Lavender, Tangerine","Geranium, Lily of the Vlley","Oakmoss, Vetiver, Sandalwood, Amber",edt,aromatic,fresh spicy,citrus,woody,earthy,m,
Loewe,aromatic fougere,esencia pour homme loewe,"Lavender, Juniper Berries, Green Notes, Tarragon, Galbanum, Bergamot, Lemon, Artemisia, Petitgrain","Pine Tree Needles, Basil, Clary Sage, Nutmeg, Geranium, Neroli, Rose, Black Currant, Jasmine, Lily of the Valley","Fir, Oakmoss, Leather, Vetiver, Cedar, Styrax, Patchouli, Sandalwood, Amber, Musk, Tonka Bean",edt,aromatic,woody,fresh spicy,green,conifer,m,
Loewe,woody floral musk,loewe 7 loewe,"Pepper, Apple","Incense, Neroli, Rose, Lily of the Valley","Cedar, Vetiver, Musk",edt,amber,fresh spicy,woody,smoky,warm spicy,"m, uni",
Loewe,woody floral musk,loewe 001 man loewe,"cardamom, bergamot, Mandarin Orange","Ambrette(Musk Mallow), Cypress, Cedar, Sandalwood, Carrot Seeds, Vetiver","White Musk, Violet, Patchouli",edp,woody,powdery,aromatic,musky,warm spicy,"m, uni",
Loewe,woody spicy,loewe 7 cobalt loewe,xxxx,"sage, Black Currant, Vetiver, Incense, Pink Pepper, Clove, Tonka Bean",xxxx,edp,aromatic,soft spicy,woody,fruity,herbal,"m, uni",
Loewe,aromatic fougere,loewe 7 plata loewe,"Italian Mandarin, Mint","ginger, pink pepper","Incense, Amber, Musk",edt,amber,warm spicy,citrus,green,smoky,"m, uni",
Loewe,floral fruity,a mi aire loewe,"Bergamot, Mandarin Orange, Tangerine, Clove","Tea, Jasmine, Rose, Pepper, Carnation","Hinoki Wood, Cedar, Musk, Moss",edt,citrus,woody,fresh spicy,aromatic,green,"f, uni",
Loewe,woody aromatic,solo loewe esencial loewe,"tangerine, Lavender, Mint, Lime","Cardamom, Rosemary, Nutmeg, Thyme, Mate","Tonka Bean, Incense, Patchouli, Guaiac Wood",edt,aromatic,fresh spicy,warm spicy,citrus,woody,"m, uni",
Loewe,floral fruity gourmand,solo loewe ella edt loewe,"passionfruit, Pitahaya","Pink peony, Cotton Candy","Sandalwood, Vanilla, Praline, Amber",edt,sweet,tropical,fresh,fruity,floral,f,
Loewe,"amber floral, florienatal",solo loewe ella loewe,"Apple, Pear, Bitter Orange, Peach","Jasmine Sambac, Orange Blossom, Green Tea, Heliotrope, Violet, Rose","White Woods, Cedar, Amber",edp,white floral,fruity,fresh,citrus,woody,f,
Loewe,woody aromatic,solo loewe origami loewe,"Basil, Bergamot, Rosemary, Lemon, Cardamom, Anise","Lavender, Geranium","Vetiver, Musk, Aberwood, Amber, Patchouli",edt,aromatic,fresh spicy,citrus,woody,warm spicy,m,
Loewe,leather,solo loewe platinum loewe,xxxx,"Leather, Olibanum, Tea, Lavender, Cedar, Ambergris, Nutmeg, Benzoin, Thyme",xxxx,edt,amber,fresh spicy,leather,aromatic,animalic,m,
Loewe,aromatic fougere,loewe solo mercurio loewe,"Fig Leaf, Geranium, Lavender","Orange Blossom, Mandarin Orange","Tobacco, Licorice, Amber, Honey, Cardamom, Musk",edp,sweet,green,citrus,white floral,aromatic,"m, uni",
Loewe,woody spicy,solo loewe cedro loewe,"Mandarin Orange, Pink Pepper","Lavender, Nutmeg","Cedar, Benzoin",edt,woody,citrus,fresh spicy,amber,lavender,m,
Loewe,floral,solo atlas loewe,"Neroli, Mandarin Orange, Pink Pepper","Orange Blossom, Petitgrain, Salt, Mastic or Lentisque","Olibanum, Haitian Vetiver, Lily of the Valley, Peony, Musk, Amber",edp,white floral,citrus,aromatic,amber,fresh,uni,
Loewe,amber,solo loewe loewe,"Mandarin Orange, Guava, Lavender, Lemon, Bergamot, Cashmirwood, Rosemary, Patchouli, Thyme, Costus","Pink Pepper, Cinnamon, Tangerine, Aldehydes, Nutmeg, Mint, Caraway, Anise","Amber, Woody Notes, Vanilla, Musk, Oakmoss",edt,citrus,fresh spicy,aromatic,fruity,woody,m,
Loewe,floral aquatic,agua de loewe mar de coral loewe,"Lemo, Pomero, Tomato Leaf, Yuzu, Grapefruit, Mandarin Orange, Mint","Neroli, Lily of ¼Ò valley, Jasmine","Musk, Cedar, Vanilla, Amber",edt,citrus,aromatic,fresh spicy,green,white floral,"f, uni",
Loewe,aromatic aquatic,agua miami loewe,"Lemon, Bitter Orange, Tangerine","Neroli, Petitgrain, Lily of the Valley","Musk, Iris",edt,citrus,white floral,fresh,aromatic,musky,uni,
Loewe,fresh fruity citrus,agua de loewe el loewe,"Water Notes, Yuzu, Bergamot, Pomelo, Tengerine","Pineapple, Apple, Black Currant","Musk, Cedar, Sandalwood, Oakmoss",edt,citrus,fruity,aquatic,fresh,woody,"m, uni",
Loewe,"fresh floral, floral citrus",agua de loewe ella loewe,"Lemon, Bergamot, Orange, Kumquat, Passionfruit","Water Lily, Lily, Rose, Pink Pepper","Musk, Cedar, Sandalwood",edt,citrus,fresh,floral,aromatic,xxxx,"f, uni",
Loewe,woody aromatic,agua de loewe loewe,"Bergamot, Yuzu, Tangerine, Rosewood","Tea, Spicy Notes, White Pepper","Cedar, White Musk, Sandalwood, Amber",edt,citrus,fresh spicy,woody,green,powdery,uni,
Loewe,floral,loewe aura floral loewe,"Bergamot, Lemon, Green Notes, Carrot Seeds","Violet, Jasmine, Rose, Orange Blossom","Patchouli, Vanilla, Musk, Leather",edp,powdery,white floral,citrus,patchouli,violet,f,
Loewe,chypre floral,loewe aura white magnolia loewe,xxxx,"Yuzu, Magnolia, Vanilla, Cotton Candy",xxxx,edp,citrus,sweet,floral,vanilla,caramel,f,
Loewe,floral fruity,aura loewe pink magnolia loewe,xxxx,"Magnolia, Red Fruits, Musk, Sandalwood",xxxx,edp,floral,fruity,musky,powdery,citrus,f,
Loewe,floral,aire loco loewe,"Bergamot, Pink Pepper, Magnolia, Neroli","Passionfruit, Orange flower, Jasmine, Freesia, Rose","Cardamom, Cedar, Patchouli, Vanilla",edt,citrus,white floral,floral,sweet,fresh spicy,f,
Loewe,floral woody musk,aire sutileza loewe,"Calabrian Mandarin, Pear, Red Currant","Jasmine, Lily of the Valley, Magnolia","Musk, Vetiver, Sandalwood",edt,white floral,fruity,citrus,fresh,floral,"f, uni",
Loewe,floral,aire loewe loewe,"Green Notes, Aldehydes, Galbanum, Marigold, Citruses, Basil, Bergamot, Lemon, Petitgrain, Neroli, Ylang-Ylang, Asafoetida, Tangerine, Jasmine, Mandarin Orange, Peach","Lily of the Valley, iris, Orris Root, Rose, Carnation, Jasmine, Cyclamen, Incense, Amber","Oakmoss, Vetiver, Cedar, Sandalwood, Musk, Vanilla",edt,green,citrus,aromatic,woody,fresh,"f, uni",
Loewe,floral aquatic,paula's ibiza loewe,"Coconut, Galbanum, Mandarin Orange","Driftwood, Frangipani, Narcissus","Ambergris, Patchouli, Vanilla",edt,woody,green,coconut,amber,marine,uni,
Loewe,floral fruity,loewe 001 woman edt loewe,"Pink Pepper, Bergamot, Tangerine","Sandalwood, Jasmine, Linen","Vanilla, Amber, Musk",edt,powdery,woody,vanilla,musky,citrus,f,
Loewe,"amber floral, florienatal",loewe 001 woman edp loewe,"Tangerine, Pink Pepper, Bergamot","Sandalwood, Jasmine","Vanilla, Amber",edp,woody,citrus,powdery,vanilla,amber,"f, uni",
L'occitane,citrus,eau de cedrat L'occitane,"Bergamot, Citron","Ginger, Nutmeg","Cedar, Cashmere Wood",edt,citrus,woody,fresh spicy,warm spicy,aromatic,"m, uni",
L'occitane,citrus floral,verbena edt (verveine L'occitane),"Lemon, Orange","Lemon Verbena, Petitgrain","Geranium, Rose",edt,citrus,aromatic,herbal,xxxx,xxxx,uni,
L'occitane,citrus aromatic,citrus verbena (verveine agrumes L'occitane),"Lemon, Grapefruit, Orange",Verbena,Cedar,edt,citrus,aromatic,xxxx,xxxx,xxxx,uni,
L'occitane,amber spicy,karite corse edp,"Cardamom, Sage, Black Pepper, Bergamot","Shea Nuts, Cacao, Coffee","Orris, Cedar, Vetiver",edp,warm spicy,aromatic,woody,cacao,iris,"m, uni",
L'occitane,aromatic fougere,L'occitan edt,"Lavender, Black Pepper","Nutmeg, Cinnamon","Woody Notes, Musk, Tonka Bean",edt,fresh spicy,lavender,aromatic,woody,warm spicy,"m, uni",
L'occitane,floral,rose L'occitane,"Litchi, Pink Pepper, Raspberry","Rose, Violet Leaf","White Musk, Patchouli",edt,rose,musky,fruity,aquatic,ozonic,f,
L'occitane,floral,cherry blossom L'occitane,"Cherry, Black Currant, Freesia","Cherry Blossom, Lily of the Valley","Musk, Rosewood, Amber",edt,floral,cherry,fruity,fresh,sweet,f,
L'occitane,floral green,herbae L'occitane,"Bergamot, Pink Pepper, Ambrette","Nettle Blossom, Blackberry, Rose Hip, Clary Sage","Grass, Musk, Honey, Cashmeran, Wheat, Coumarin",edp,green,aromatic,fruity,musky,rose,"f, uni",
L'occitane,floral,herbae l'eau L'occitane,"Angelica, Bergamot, Lemon","Clover, Jasmine, Althaea","Musk, Sweet Grass, White Wood",edt,musky,floral,citrus,powdery,green,f,
L'occitane,floral,neroli & orchidee L'occitane,"Orange, Mandarin Orange","Neroli, Fig Nectar, Peach, Lily of the Valley","Orchid, Musk, Iris",edt,citrus,white floral,floral,sweet,powdery,f,
L'occitane,woody,olivier onde edp L'occitane,"Elemi resin, Eucalyptus, Lime, Star Anise","Olive Tree, Cypress, Geranium","Vetiver, Cedar, Patchouli, Violet",edp,woody,aromatic,fresh spicy,xxxx,xxxx,"m, uni",
L'occitane,floral,rose eau parfumee souffle apsisant L'occitane,"Chamomile, Water Fruit","Lavender, Peony","Amber, Sandalwood",edc,floral,herbal,rose,lavender,aromatic,f,
L'occitane,floral,rose eau parfumee souffle euphorisant L'occitane,"Violet Leaf, Freesia, Violet","Peach, Peony, Jasmine","Musk, Sandalwood",edc,fruity,rose,sweet,floral,ozonic,f,
L'occitane,floral fruity,rose eau parfumee souffle vivifiant L'occitane,"Sicilian Bergamot, Grapefruit",Jasmine,"Cedar, Sandalwood",edc,citrus,white floral,rose,fresh spicy,xxxx,"f, uni",
L'occitane,floral fruity,cheery blossom cerisier etoile(cerisier etoile L'occitane),Soap,"Cherry Blossom, Tuberose","Cedar, Musk",edt,woody,soapy,floral,musky,powdery,f,
Lolita Lempicka,aromatic spicy,green lover Lolita Lempicka,"Mandarin, Pepper","Gin, Mint, Juniper Berries","Vanilla, Musk",edt,aromatic,vanilla,fresh spicy,woody,green,uni,
Lolita Lempicka,fruity floral,mon eau Lolita Lempicka,"Anise, Raspberry Leaf, Blackberry, Lime, Mandarin Orange, Lemon","Chomomile, Iris, Black Currant, Jasmine, Rose, Lily of the Valley","Violet, White Musk, Sandalwood",edp,fruity,sweet,powdery,anis,violet,f,
Lolita Lempicka,floral fruity,lolitaland Lolita Lempicka,"Bellini, Mandarin, Orange, Pepper, Grapefruit, Lime, Lemon","White Peach, Plum, Black Currant, Jasmine, Magnolia, Rose","Vanilla, Licorice, Benzoin, White Musk, Sandalwood",edp,fruity,vanilla,sweet,citrus,powdery,f,
Lolita Lempicka,floral fruity gourmand,Lolita Lempicka Lolita Lempicka,"Star Anise, Violet, Ivy","Licorice, Cherry, Irirs, Orris Root, Amaryllis","Vanilla, Praline, Tonka Bean, White Musk, Vetiver",edp,soft spicy,sweet,powdery,anis,vanilla,f,
Lolita Lempicka,amber vanilla,Lempicka homme Lolita Lempicka,"Licorice, Anise, Wormwood, Ivy","Almond, Rum, Sugar, Violet, Woody Notes, Rose Water, Orange Blossom","Vanilla, Musk, Cedar, Labdanum",edt,sweet,soft spicy,anis,woody,vanilla,"m, uni",
Lolita Lempicka,"amber floral, florienatal",si lolita Lolita Lempicka,"Mandarin Orange, Bergamot","Pink Pepper, Elemi resin, Sweet Pea, Heliotrope, Wallflower","elemi, Patchouli, Tonka Bean, Amber",edp,soft spicy,sweet,aromatic,floral,citrus,f,
Lolita Lempicka,floral fruity gourmand,sweet Lolita Lempicka,"Sour Cherry, Sugar","Cacao, Iris, Angelica","Musk, Cashmere wood",edp,sweet,cherry,musky,nutty,powdery,f,
Lolita Lempicka,floral fruity gourmand,so sweet Lolita Lempicka,"Raspberry Leaf, Sour Cherry, Mandarin Orange","Iris, Rose, Angelica","Musk, Cashmeran, Amberwood",edp,fruity,sweet,musky,powdery,woody,f,
Lolita Lempicka,citrus aromatic,oh ma biche Lolita Lempicka,"Tangerine, Grapefruit, Sicilian Mandarin, Pepper","Champagne, Bellini, White Peach",White Musk,edp,citrus,fruity,champagne,aldehydic,sweet,f,
Louis Vuitton,floral fruity,etoile filante Louis Vuitton,Strawberry,"Magnolia, Jasmine, Osmanthus",White Musk,edp,floral,fruity,sweet,musky,white floral,"f, uni",
Louis Vuitton,floral,spell on you Louis Vuitton,"Violet, Green Notes, Iris","Rose, Iris, Jasmine","Peach, Acacia, White Musk",edp,rose,floral,powdery,violet,green,f,
Louis Vuitton,citrus aromatic,on the beach Louis Vuitton,"Yuzu, Neroli","Sand, Rosemary, Pink Pepper, Thyme, Cloves",Cypress,edp,citrus,aromatic,fresh spicy,woody,green,uni,
Louis Vuitton,citrus,california dream Louis Vuitton,xxxx,"Mandarin Orange, Musk, Pear, Ambrette, Benzoin",xxxx,edp,musky,citrus,fruity,sweet,powdery,uni,
Louis Vuitton,citrus aromatic,cactus garden Louis Vuitton,xxxx,"Lemongrass, Mate, Bergamot",xxxx,edp,citrus,fresh spicy,aromatic,herbal,xxxx,uni,
Louis Vuitton,citrus,afternoon swim Louis Vuitton,xxxx,"Mandarin Orange, Sicilian Orange, Bergamot",xxxx,edp,citrus,xxxx,xxxx,xxxx,xxxx,uni,
Louis Vuitton,floral,sun song Louis Vuitton,Citron,Orange Blossom,Musk,edp,citrus,white floral,musky,sweet,animalic,uni,
Louis Vuitton,floral woody musk,heures d'absence Louis Vuitton,"Jasmine, Rose","Mimosa, Pitosporum, Raspberry","Musk, Vanilla, Sandalwood",edp,white floral,powdery,sweet,musky,yellow floral,f,
Louis Vuitton,chypre,coeur battant Louis Vuitton,"Pear, Cascalone, Ambrette","Jasmine, Narcissus, Ylang Ylang","Moss, Patchouli",edp,aquatic,fruity,fresh,white floral,yellow floral,f,
Louis Vuitton,floral fruity,le jour se leve Louis Vuitton,"Grapefruit, Orange, Mandarin Orange, Bergamot, Black Currant","Lily of the Valley, Jasmine, Green Notes, Osmanthus, Magnolia, Peony, Rose","Iso E Super, White Musk, Vanillin, Vanilla",edp,citrus,floral,white floral,green,fruity,"f, uni",
Louis Vuitton,"amber floral, florienatal",attrape reves Louis Vuitton,"Litchi, Ginger, Bergamot","Peony, Cacao, Rose",Patchouli,edp,fresh,floral,rose,warm spicy,fruity,f,
Louis Vuitton,floral,rose des vents Louis Vuitton,"Peach, Green Notes, Black Currant","Rose, Iris","White Musk, Cedar, Pepper, Orris Root, Violet Leaf",edp,rose,powdery,fruity,woody,iris,f,
Louis Vuitton,floral,apogee Louis Vuitton,"Tangerine, Orange","Lily of the Valley, Magnolia, Rose, Jasmine","White Musk, Guaiac Wood, Sandalwood",edp,white floral,floral,citrus,fresh,woody,f,
Louis Vuitton,amber woody,matiere noire Louis Vuitton,"Black Currant, Watery Notes","Rose, Cyclamen, Narcissus, Jasmine","Agarwood, Patchouli, Incense, Benzoin",edp,fruity,amber,floral,oud,rose,"f, uni",
Louis Vuitton,leather,mille feux Louis Vuitton,"Raspberry, Bergamot","Saffron, Rose, Osmanthus, Iris, Jasmine","Leather, Orris Root, Sandalwood, Moss, Patchouli",edp,fruity,leather,sweet,floral,rose,"f, uni",
Louis Vuitton,"amber floral, florienatal",contre moi Louis Vuitton,"Herbal Notes, Lemon, Bergamot","Magnolia, Orange Blossom, Pear, Rose","Vanilla, Cacao, Ambrette",edp,floral,vanilla,citrus,cacao,sweet,"f, uni",
Louis Vuitton,"amber floral, florienatal",turbulences Louis Vuitton,Jasmine,"Tuberose, Magnolia, Rose","Leather, Musk, Sandalwood",edp,white floral,tuberose,leather,animalic,floral,"f, uni",
Louis Vuitton,leather,dans la peau Louis Vuitton,"Apricot, Water Notes","Narcissus, Magnolia, Jasmine","Leather, Musk",edp,leather,floral,animalic,musky,powdery,"f, uni",
Louis Vuitton,floral,dancing blossom Louis Vuitton,xxxx,"Rose, Tuberose, Osmanthus, Jasmine",xxxx,parfum,white floral,rose,floral,tuberose,fruity,f,
Louis Vuitton,chypre fruity,cosmic cloud Louis Vuitton,xxxx,"Musk, Black Currant, Patchouli, Bergamot",xxxx,parfum,musky,powdery,fruity,woody,patchouli,"f, uni",
Louis Vuitton,chypre floral,rhapsody Louis Vuitton,xxxx,"Lily of the Valley, Mate, Jasmine, Oakmoss, Patchouli, Vetiver, Rose",xxxx,parfum,white floral,earthy,woody,fresh,aromatic,"m, uni",
Louis Vuitton,"amber floral, florienatal",stellar times Louis Vuitton,xxxx,"Amber, Orange Blossom, Woody Notes",xxxx,parfum,amber,white floral,citrus,animalic,sweet,"f, uni",
Louis Vuitton,citrus,symphony Louis Vuitton,xxxx,"Grapefruit, Bergamot, Ginger",xxxx,parfum,citrus,fresh spicy,warm spicy,aromatic,xxxx,uni,
Louis Vuitton,citrus aromatic,imagination Louis Vuitton,"Citron, Bergamot, Orange","Ginger, Neroli, Cinnamon","Black Tea, Ambroxan, Guaiac Wood, Olibanum",edp,citrus,amber,fresh spicy,fresh,green,"m, uni",
Louis Vuitton,citrus aromatic,meteore Louis Vuitton,"Orange, Mandarin Orange, Bergmot","Pink Pepper, Neroli, Pepper, Cardamom, Nutmeg",Vetiver,edp,citrus,fresh spicy,aromatic,warm spicy,soft spicy,"m, uni",
Louis Vuitton,amber spicy,l'immensite Louis Vuitton,"Grapefruit, Ginger, Bergamot","Water Notes, Sage, Rosemary, Geranium","Ambroxan, Amber, Labdanum",edp,aromatic,amber,citrus,fresh spicy,aquatic,"m, uni",
Louis Vuitton,woody,au hasard Louis Vuitton,"Bergamot, Lemon, Aldehydes","Cardamom, Pear, Neroli, Green Notes, Freesia","Leather, Musk, Sandalwood, Ambrete, Cashmeran",edp,musky,powdery,woody,leather,warm spicy,"m, uni",
Louis Vuitton,amber,nouveau monde Louis Vuitton,xxxx,"Agarwood, Leather, Cacao, Saffron, Rose, Olibanum, Caramel, Vanilla, Amberwood",xxxx,edp,warm spicy,leather,oud,amber,cacao,"m, uni",
Louis Vuitton,woody,orage Louis Vuitton,"Bergamot, Grapefruit","Iris, Hedione, Pepper","Patchouli, Vetiver, Iso E Super, White Musk",edp,woody,citrus,earthy,fresh spicy,patchouli,"m, uni",
Louis Vuitton,citrus aromatic,sur la route Louis Vuitton,"Bergamot, Citruses, Lemon, Pink Pepper","Grass, Nutmeg, Hedione, Cardamom","Leather, Patchouli, Cedar, Peru Balsam, Iso E Super",edp,citrus,fresh,fresh spicy,woody,green,"m, uni",
Luciano Soprani,floral fruity,d luciano soprani luciano soprani,"Apple, Cinnamon, Pineapple, Bergamot, Melon","Gardenia, Tuberose, Violet, Lily of the Valley, Neroli, Rose","Musk, Iris, Amber, Coconut, Peach, Vetiver, Cedar, Mahogany",edp,white floral,fruity,powdery,sweet,fresh,uni,
Luciano Soprani,floral fruity,d noir luciano soprani,"Spices, Bergamot, Black Currant","Freesia, Jasmine, Lily of the Valley, Magnolia, Rose, Heliotrope","Leather, Musk, Vetiver, Iris, Sandalwood, Peach, Amber",edp,floral,white floral,powdery,woody,citrus,f,
Luciano Soprani,citrus aromatic,solo blu luciano soprani,"Lavender, Mint, Bergamot, Mandarin Orange","Juniper, Jasmine, Geranium","Amber, Musk, Sandalwood",edt,aromatic,fresh spicy,citrus,woody,green,uni,
Luciano Soprani,floral fruity,luciano soprani d moi luciano soprani,"Bergamot, Pear, Black Currant","Rose, Peony, Orris","Vanilla, Musk, Sandalwood",edp,rose,floral,powdery,fruity,citrus,f,
Luciano Soprani,chypre floral fruity,luciano soprani jolie princess,"Bergamot, Mandarin, Pink Pepper, Clementine","Plum, Rose, Iris","Patchouli, Vetiver, Musk",edp,citrus,floral,fruity,powdery,musky,"f, uni",
Luciano Soprani,floral,luciano soprani donna,"Black Currant, Peach, Mandarin Orange, Bergamot","Peony, Plum, Jasmine, Rose, Iris","Amber, Vanilla",edt,fruity,floral,citrus,rose,fresh,"f, uni",
Luciano Soprani,woody aromatic,luciano soprani uomo,"Bergamot, Basil, Caraway, Green Notes, Galbanum",,,edt,fresh spicy,aromatic,woody,citrus,amber,m,
Luciano Soprani,floral green,solo soprani luciano soprani,"Orange, Bergamot, Lemon, Violet","Lavender, Jasmine, Rose","Cardamom, Nutmeg, Cedar, Amber",edt,citrus,fresh spicy,aromatic,lavender,warm spicy,"m, uni",
Le Labo,woody aromatic,santal33 le labo,xxxx,"Sandalwood, Leather, Papyrus, Cedar, Violet, Cardamom, Iris, Amber",xxxx,edp,woody,powdery,leather,warm spicy,violet,uni,
Le Labo,aromatic,the noir29 le labo,"Fig, Bay Leaf, Bergamot","Cedar, Vetiver, Musk","Tobacco, Hay",edp,woody,fresh spicy,sweet,aromatic,fruity,uni,
Le Labo,amber woody,another13 le labo,xxxx,"Iso E Super, Ambergris, Musk, Ambrette, Amyl Salicylate, Pear",xxxx,edp,musky,amber,woody,animalic,powdery,uni,
Le Labo,woody aromatic,bergamote22 le labo,xxxx,"Bergamot, Vetiver, Grapefruit, Orange Blossom, Petitgrain, Musk, Cedar, Vanilla, Amber",xxxx,edp,citrus,aromatic,woody,fresh spicy,white floral,uni,
Le Labo,floral woody musk,rose31 le labo,"Rose, Cumin","Rose, Vetiver, Cedar","Musk, Guaiac Wood, Agarwood, Olibanum, Labdanum",edp,woody,rose,fresh spicy,aromatic,musky,"f, uni",
Le Labo,floral,lys41 le labo,xxxx,"Tuberose, Lily, Jasmine, Vanilla, Musk, Woody Notes",xxxx,edp,white floral,tuberose,animalic,xxxx,xxxx,f,
Le Labo,floral,fleur d'oranger27 le labo,xxxx,"Orange Blossom, Petitgrain, Bergamot, Lemon",xxxx,edp,citrus,white floral,aromatic,fresh spicy,xxxx,"f, uni",
Le Labo,woody,vetiver46 le labo,xxxx,"Olibanum, Vetiver, Pepper, Guaiac Wood, Labdanum, Cedar, Cloves, Vanilla, Bergamot, Amber",xxxx,edp,woody,amber,fresh spicy,warm spicy,aromatic,"m, uni",
Le Labo,fresh woody,the matcha26 le labo,xxxx,"fig, Vetiver, Cedar, Bitter Orange, Matcha Tea",xxxx,edp,woody,fruity,citrus,aromatic,sweet,uni,
Le Labo,"amber floral, florienatal",neroli36 le labo,"Orange Blossom, Aldehydes, Mandarin Orange","Jasmine, Rose","Musk, Vanilla, Tonka Bean",edp,white floral,citrus,aldehydic,musky,sweet,"f, uni",
Le Labo,floral woody musk,jasmin17 le labo,xxxx,"Orange Blossom, Jasmine, Bitter Orange, Neroli, Musk, Vanilla, Palmarosa, Litsea cubeba, Sandalwood, Amber",xxxx,edp,white floral,citrus,fresh,green,powdery,"f, uni",
Le Labo,ambery musk,tonka25 le labo,xxxx,"musk, Cedar, Tonka Bean, Orange Blossom, Styrax, Vanilla",xxxx,edp,musky,woody,vanilla,amber,powdery,uni,
Le Labo,chypre floral,iris39 le labo,xxxx,"Iris, Patchouli, Violet, Musk, Civet, Ylang Ylang, Ginger, Lime, Cardamom, Rose",xxxx,edp,powdery,violet,iris,woody,warm spicy,"f, uni",
Le Labo,amber,labdanum18 le labo,xxxx,"Labdanum, Vanilla, Musk, Civet, Resins, Castoreum, Tonka Bean, Patchouli, Cinnamon, Balsam, Birch",xxxx,edp,amber,musky,vanilla,woody,powdery,uni,
Leiichi,citrus woody,yuja gold,Yuzu,Clary Sage,"Balsam, Cedar",edt,citrus,yuzu,herbal,aromatic,woody,uni,
